,medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,surcharge,mta_tax,tolls_amount,total_amount,tip_amount,tipped,tip_class
10,D203CC1CD0170A3D93B38355ACE368EF,11BE8293DB765E6A0DC3AE451F24136A,VTS,1  ,""""" ",2013-11-27 20:26:00,2013-11-27 20:27:00,1,60,0.52,-73.976868,40.785107,-73.973846,40.791431,CSH,3.5,0.5,0.5,0.0,4.5,0.0,0,0
11,8602C683EF20BE73168B5B4657F655A2,F0CB659C0B6D2FABC574090DC60051B3,VTS,1  ,""""" ",2013-11-06 22:29:00,2013-11-06 22:37:00,6,480,1.66,-73.968292,40.75864,-73.979576,40.773579,CRD,8.0,0.5,0.5,0.0,11.12,2.12,1,1
12,6D49E494913752B75B2685E0019FF3D5,7281CC90DBD48ACC900478DD0CAA9679,CMT,1  ,N  ,2013-09-05 23:08:00,2013-09-05 23:17:34,1,574,2.9,-73.976128,40.748417,-73.949081,40.779274,CRD,11.0,0.5,0.5,0.0,12.5,0.5,1,1
13,0AB810D823EE5A31213C50EE71FC0042,4B5AD103FE05D7FBED5F13CF53ED7BEF,VTS,1  ,""""" ",2013-01-23 21:45:00,2013-01-23 21:54:00,1,540,2.74,-73.97403,40.731007,-73.973724,40.755985,CRD,10.5,0.5,0.5,0.0,12.5,1.0,1,1
14,D1D659693EA9D2D0D47452AA0E58462F,A517B10270D2BABE7CA6A37ABC71E301,VTS,1  ,""""" ",2013-11-27 17:14:00,2013-11-27 17:18:00,4,240,0.8,-73.953644,40.77087,-73.947113,40.779938,CSH,4.5,1.0,0.5,0.0,6.0,0.0,0,0
15,37EB3A57CD79BC7FD33F4D21E395A275,D2D41813DB03A0D19326AC7A80989114,VTS,1  ,""""" ",2013-03-28 19:08:00,2013-03-28 19:24:00,1,960,5.64,-73.97438,40.783081,-73.989418,40.719028,CRD,18.5,1.0,0.5,0.0,22.0,2.0,1,1
16,8FA692C64F0A5753B9584A84AF74A2F0,813F161EC07C03A2EA8866B0E7FC13D2,CMT,1  ,N  ,2013-12-31 12:12:47,2013-12-31 12:17:13,1,266,0.7,-74.000496,40.732216,-73.998123,40.725094,CRD,5.0,0.5,0.5,0.0,7.5,1.5,1,1
17,8384E4709B5CAA7B421FD85871AD4FFE,042C370CFB95342FCAB42E03F7593BAF,CMT,1  ,N  ,2013-02-15 03:32:25,2013-02-15 03:35:46,1,201,0.7,-73.925041,40.762447,-73.922493,40.769478,CRD,4.5,0.5,0.5,0.0,5.5,0.0,0,0
18,18E0AA643B022890BCD418D8833FC67F,4BD472878E08F14CDD1321575F6EBDCE,CMT,1  ,N  ,2013-06-13 14:47:59,2013-06-13 14:55:46,1,467,1.0,-74.010086,40.705746,-74.005722,40.717442,CRD,6.5,0.0,0.5,0.0,8.0,1.0,1,1
19,1D1ABEE838238629CF5B33D9522F7F06,C1A84B39AD6DB4AA83FC66B416131C17,CMT,1  ,N  ,2013-12-03 20:52:02,2013-12-03 21:04:46,1,764,2.8,-73.965065,40.774944,-73.989319,40.738865,CRD,12.0,0.5,0.5,0.0,15.6,2.6,1,1
20,51E1803361A3FFC1891E13132FDF4A85,D01DD054664C37A6D2904D437FC93011,CMT,1  ,N  ,2013-02-12 16:36:24,2013-02-12 16:45:00,1,516,1.9,-73.99575,40.769527,-74.004692,40.747776,CRD,8.5,1.0,0.5,0.0,12.0,2.0,1,1
21,6CA28FC493307AE347CDF4A4C49A9A96,443ED4A8D53B8CD57E81EE8C9662DB74,CMT,1  ,N  ,2013-05-29 14:03:19,2013-05-29 14:16:10,4,770,2.0,-73.976852,40.790356,-73.967552,40.769363,CSH,10.5,0.0,0.5,0.0,11.0,0.0,0,0
22,6B5219D6D71C99D9F17746F1C8C67861,C47850DF4AE043EC699F5BB4D424499D,VTS,1  ,""""" ",2013-09-15 08:04:00,2013-09-15 08:30:00,3,1560,11.55,-73.777695,40.646721,-73.958084,40.678944,CRD,34.0,0.0,0.5,0.0,43.0,8.5,1,2
23,7231A69E4E3D8D34664B4F7B76A2D1A3,E79E3A1DD4F0494F363FD949158986AE,CMT,1  ,N  ,2013-02-05 19:13:52,2013-02-05 19:23:15,1,563,2.0,-74.005013,40.728268,-73.981361,40.734917,CRD,9.0,1.0,0.5,0.0,12.0,1.5,1,1
24,7E701E7093AC041C1DB6AC829BA96B53,EB0D23EE08289CFAD1DAF98A56B69908,VTS,1  ,""""" ",2013-02-23 12:42:00,2013-02-23 12:47:00,1,300,0.75,-73.986977,40.739445,-73.994164,40.733742,CRD,5.5,0.0,0.5,0.0,7.1,1.1,1,1
25,E4C72E0EE95C31D6B1FEFCF3F876EF90,BAEF5530FE83540A4F3B651354F1CAE7,CMT,1  ,N  ,2013-04-10 18:49:31,2013-04-10 18:58:07,1,515,1.6,-73.981529,40.767178,-73.960403,40.771358,CRD,8.0,1.0,0.5,0.0,10.5,1.0,1,1
26,C2CD022EDE5A76A2576B953FD26A6875,F034DBA3DC246D0A1C3407E25EACC72C,CMT,1  ,N  ,2013-03-07 08:32:59,2013-03-07 08:46:26,1,806,1.1,-73.990685,40.745754,-73.978287,40.759727,CRD,9.5,0.0,0.5,0.0,12.5,2.5,1,1
27,079E2EE80E3CFA17EB826FDF4DF66C36,06D54720E174AC72FF8117604E1BEC41,VTS,2  ,""""" ",2013-02-23 16:03:00,2013-02-23 17:10:00,1,4020,20.28,-73.791306,40.646027,-73.99147,40.751488,CSH,52.0,0.0,0.5,4.8,57.3,0.0,0,0
28,6A19FA4EBD7082795B422BF5C7E97B89,BC2CEA71D10BA765E22C210C355CE00B,VTS,1  ,""""" ",2013-01-04 22:08:00,2013-01-04 22:25:00,4,1020,4.2,-73.967575,40.752029,-73.960114,40.798168,CSH,16.0,0.5,0.5,0.0,17.0,0.0,0,0
29,89469BDAAA9FB4350BF1DC6908B82AAD,5170EBBA2103338835E749F5FE9A23E3,VTS,1  ,""""" ",2013-12-21 13:17:00,2013-12-21 13:19:00,1,120,0.67,-73.994339,40.745796,-74.001579,40.740318,CSH,4.0,0.0,0.5,0.0,4.5,0.0,0,0
30,7C74981E275C409A06196D5BEF869403,CB2F7B4DC4AFC357D03B9AD85105E049,VTS,1  ,""""" ",2013-05-22 16:18:00,2013-05-22 16:20:00,1,120,0.43,40.769009,-73.961136,40.7742,-73.957291,CSH,4.0,1.0,0.5,0.0,5.5,0.0,0,0
31,63D918DF506700C3BEB43FD4CAF37265,ABEFE21CD0C75D3D39B555A0FB33A546,VTS,1  ,""""" ",2013-03-22 18:31:00,2013-03-22 18:39:00,5,480,1.87,-73.986603,40.760368,-74.005035,40.741524,CSH,8.5,1.0,0.5,0.0,10.0,0.0,0,0
32,BB02801F232FE86D4F1897BAF69D4AA8,72C8F74ECFE27FD5C6E1271285C24461,VTS,1  ,""""" ",2013-07-27 04:10:00,2013-07-27 04:27:00,5,1020,8.41,-73.989365,40.723061,-73.939903,40.807114,CRD,26.0,0.5,0.5,0.0,32.3,5.3,1,2
33,E807403B8C181E55DFFE25489CC025D2,BF51059B67A9314E4BBCEE6720598847,CMT,1  ,N  ,2013-04-13 02:54:09,2013-04-13 03:04:43,1,633,1.9,-73.988869,40.718632,-74.012123,40.707375,CRD,9.5,0.5,0.5,0.0,12.6,2.1,1,1
34,938BA39C59F92499A4FDD61A33F20D2E,EB7A6850F24D76E8A2C142D82C24E9A6,VTS,2  ,""""" ",2013-01-13 14:07:00,2013-01-13 14:30:00,6,1380,17.24,-73.971603,40.756512,-73.78154,40.647533,CRD,52.0,0.0,0.5,4.8,64.3,7.0,1,2
35,199A557E4564B2947D16FA4FDAD3D121,2412C471F87A362C55196605BAD9738B,CMT,1  ,N  ,2013-09-22 11:58:55,2013-09-22 12:15:06,1,970,1.9,-73.974304,40.750538,-73.968567,40.767532,CRD,12.0,0.0,0.5,0.0,14.5,2.0,1,1
36,86550F0691134F5EE98E158DA9560C74,6D7D9E8FD28865E61F670D60DFAF3109,CMT,1  ,N  ,2013-03-03 18:35:05,2013-03-03 18:37:21,2,136,0.5,-73.996475,40.738026,-73.988976,40.738792,CRD,4.0,0.0,0.5,0.0,5.5,1.0,1,1
37,5962CEB4E6066574DBF1A68FEA600E23,FE23B48418C3CE8B22A0D821C85D6A31,VTS,2  ,""""" ",2013-09-13 16:04:00,2013-09-13 17:28:00,1,5040,17.7,-74.001419,40.727867,-73.800453,40.645748,CRD,52.0,0.0,0.5,5.33,65.83,8.0,1,2
38,D511B6A558C1245856B8DE5958C28D42,2DD1F38D19B664A549B871EFD2416B41,CMT,1  ,N  ,2013-01-11 20:30:12,2013-01-11 20:36:13,1,360,1.4,-74.005157,40.717339,-74.003563,40.732731,CRD,6.5,0.5,0.5,0.0,9.5,2.0,1,1
39,B9C7BACC0F4FD8C56CB71ED29225DD6C,C3669D5DBBA8BB99B30D807A6F9B2268,CMT,1  ,N  ,2013-06-20 23:12:36,2013-06-20 23:14:44,1,129,0.9,-73.979393,40.761906,-73.982277,40.771648,CRD,4.5,0.5,0.5,0.0,6.6,1.1,1,1
40,A8998DAAB5B9AB4BF05BBEB3870BE326,43167CDE7F8B704E52DDD7690A0103C6,CMT,1  ,N  ,2013-07-11 22:45:43,2013-07-11 22:53:29,1,465,0.9,-74.007484,40.740936,-74.002007,40.732685,CRD,6.5,0.5,0.5,0.0,9.0,1.5,1,1
41,93D6821F86A12B537C5EADBDFB432CA7,38CC7E3B615CCC832F93B18F03697D39,VTS,1  ,""""" ",2013-05-08 02:24:00,2013-05-08 02:25:00,1,60,0.11,-73.977852,40.742031,-73.977852,40.742031,CRD,2.5,0.5,0.5,0.0,4.1,0.6,1,1
42,2431CFDEF75A3127382EE95680A0B682,FD7DBCF2BBCF1C6D0BFCAA50720B9928,CMT,1  ,N  ,2013-04-29 16:03:00,2013-04-29 16:31:00,1,1718,3.3,-73.99778,40.716766,-73.989944,40.756584,CSH,19.0,1.0,0.5,0.0,20.5,0.0,0,0
43,5F16933B102C059879892F6B42E0685C,0BDB8665502A21FE455E8DD0EB7938E7,VTS,1  ,""""" ",2013-08-06 20:51:00,2013-08-06 21:00:00,1,540,2.2,-73.971397,40.760452,-73.99176,40.736649,CRD,9.0,0.5,0.5,0.0,12.5,2.5,1,1
44,11DE35431DD1EB8FB3C5982F874A34F8,0F9A7E0BA925C549E69BCE407D912CAD,CMT,1  ,N  ,2013-09-04 09:39:42,2013-09-04 09:45:59,1,376,1.2,-73.950317,40.775669,-73.962029,40.763786,CRD,6.5,0.0,0.5,0.0,8.4,1.4,1,1
45,42CEF08C6F268E7C151625C839D8DCB7,8229834660DF3BD7767EC65E8C0BF998,CMT,1  ,N  ,2013-08-07 08:43:04,2013-08-07 08:48:02,1,297,0.5,-74.00753,40.725307,-73.998306,40.722725,CRD,5.0,0.0,0.5,0.0,6.6,1.1,1,1
46,3445DDD1C9D7E53CE70ABA3EA52A71B7,CA99469E60FC200FBAD0B711F059851B,VTS,1  ,""""" ",2013-05-28 19:01:00,2013-05-28 19:08:00,1,420,1.51,-73.960739,40.797127,-73.952438,40.78373,CRD,7.5,1.0,0.5,0.0,10.7,1.7,1,1
47,B07F45A08DAF5ED6AD1765DCF710B288,85998406637716860BE076B195318E14,CMT,1  ,N  ,2013-10-17 08:04:04,2013-10-17 08:08:18,1,254,0.8,-73.959518,40.771263,-73.968178,40.765396,CRD,5.0,0.0,0.5,0.0,6.6,1.1,1,1
48,9DF23399F590FF90299B248CD294C804,280421EDE03C04A4019C415C1DD3B027,VTS,1  ,""""" ",2013-09-18 22:30:00,2013-09-18 22:42:00,1,720,3.65,-73.984367,40.725792,-73.943886,40.716728,CRD,13.5,0.5,0.5,0.0,17.5,3.0,1,1
49,304A0D629E3E16A76251A2D3330E2E17,8EB567311E9E1801C96A30EA91FCC4B9,VTS,1  ,""""" ",2013-03-03 20:23:00,2013-03-03 20:34:00,1,660,1.77,-73.976379,40.757462,-74.001854,40.761604,CSH,9.0,0.5,0.5,0.0,10.0,0.0,0,0
50,4831383F7FDD5D0DFA715D124BB92BEB,D1DEC93BF0051B4FF56091EA0026A88A,VTS,1  ,""""" ",2013-03-12 22:58:00,2013-03-12 22:59:00,3,60,0.26,-73.954788,40.769699,-73.951714,40.771969,CSH,3.0,0.5,0.5,0.0,4.0,0.0,0,0
51,4528AF6CFC859EBC923D1FB3F0A529BF,DB7412CC13AF5B19E8C2E3907A55AF23,VTS,1  ,""""" ",2013-12-13 09:57:00,2013-12-13 10:06:00,6,540,1.17,-74.003937,40.741901,-73.988403,40.743385,CSH,7.5,0.0,0.5,0.0,8.0,0.0,0,0
52,972953526D7289A6B537EE9C225CA902,27EE034E910DDB8605831F51F6F72D78,CMT,1  ,N  ,2013-01-17 13:27:50,2013-01-17 13:39:48,1,717,1.9,-73.989441,40.737526,-73.97113,40.759026,CSH,9.5,0.0,0.5,0.0,10.0,0.0,0,0
53,7D93E7FC4A7E4615A34B8286D92FF57F,20EE8DC79667004E6E321CBB1D2DA74C,CMT,1  ,N  ,2013-08-17 16:42:22,2013-08-17 16:57:07,3,884,3.0,-73.986938,40.721123,-73.961609,40.716534,CRD,14.0,0.0,0.5,0.0,18.12,3.62,1,1
54,7A244CCB309CDA8071892F11902ADC5C,B33F4437C2F3797C4E8471196E64514A,CMT,1  ,N  ,2013-07-10 14:16:28,2013-07-10 14:45:02,1,1713,3.0,-73.984039,40.737404,-73.98127,40.770351,CRD,18.5,0.0,0.5,0.0,22.0,3.0,1,1
55,32BFF45F9BD84ED81A355C98944C175A,7B6D0CD3F60DE976EC588ED4D178B52D,CMT,1  ,N  ,2013-07-02 16:28:14,2013-07-02 16:33:18,1,304,0.8,-73.950256,40.77169,-73.960548,40.76899,CRD,5.5,1.0,0.5,0.0,8.4,1.4,1,1
56,17A3D1C9C47C5B519AECCE5BB75625B4,563335E70679AB8D696742C3FDB7A6EA,CMT,1  ,N  ,2013-08-07 08:53:55,2013-08-07 08:57:55,1,240,1.6,-73.937798,40.812622,-73.932884,40.795044,CRD,6.5,0.0,0.5,0.0,8.75,1.75,1,1
57,6D42AA76826708EA462441CB7133374C,0C3549B549D90B1DCE1D47F441C5B275,CMT,1  ,N  ,2013-08-21 10:50:20,2013-08-21 11:03:11,1,771,2.4,-74.001816,40.715778,-73.988869,40.743935,CSH,10.5,0.0,0.5,0.0,11.0,0.0,0,0
58,30DAA9127DA29636A5D3CDD370FFB8C2,2C3784F1C3FCE38CDE7BECACB63795CE,CMT,1  ,N  ,2013-01-19 06:42:57,2013-01-19 06:48:12,2,314,1.5,-73.994087,40.756718,-74.008186,40.743885,CRD,7.0,0.0,0.5,0.0,9.0,1.5,1,1
59,57E0853CE50CAEBBB249D42C5D96FD4C,2942468A99C4DE447A339010883272F9,VTS,1  ,""""" ",2013-10-26 07:48:00,2013-10-26 07:56:00,1,480,1.5,-74.006645,40.731865,-73.992378,40.722511,CRD,8.0,0.0,0.5,0.0,9.5,1.0,1,1
60,6CAE8E055C6B5B0017C2669A9E7EF818,CB85E48145C28DA1DF194AC07EFD9076,VTS,1  ,""""" ",2013-03-03 20:16:00,2013-03-03 20:39:00,1,1380,0.78,-73.964325,40.767769,-73.990837,40.694977,CRD,23.5,0.5,0.5,0.0,28.5,4.0,1,1
61,FDC0CA1114F1F67CB383BAAC59A985E1,5D02025E4DEB1482422678886166F986,VTS,1  ,""""" ",2013-12-29 01:06:00,2013-12-29 01:09:00,1,180,0.91,-73.985176,40.774265,-73.976425,40.785767,CSH,5.0,0.5,0.5,0.0,6.0,0.0,0,0
62,A20E6FA3044E5D55DE9E479C400ABFB1,B87F3EA7841745E5248113AA4D89D571,CMT,1  ,N  ,2013-02-22 22:43:27,2013-02-22 23:09:59,1,1592,8.2,-73.986099,40.726555,-73.961205,40.814854,CSH,27.5,0.5,0.5,0.0,28.5,0.0,0,0
63,60DC999A38D953EE86AB81C23C9480E8,30740349F4E666629D6D51C2B5CA5BBE,VTS,1  ,""""" ",2013-06-19 23:43:00,2013-06-19 23:46:00,1,180,1.22,-73.967476,40.756466,-73.980576,40.746807,CRD,5.5,0.5,0.5,0.0,7.7,1.2,1,1
64,F25AB7909A47B479918A17EB540CDD7F,CDEE1D89036C514DD92715FA4F6FE03C,CMT,1  ,N  ,2013-10-23 20:55:37,2013-10-23 21:10:50,1,912,8.0,-74.016037,40.715122,-73.954292,40.773148,CRD,23.5,0.5,0.5,0.0,30.62,6.12,1,2
65,74394B7A3DC952E218DF570EEDB5DF23,7EF2E6D624C8FB773507AEAAD2601C7C,CMT,1  ,N  ,2013-01-01 15:53:20,2013-01-01 15:58:30,1,310,1.1,-73.977844,40.757851,-73.983505,40.744621,CSH,6.0,0.0,0.5,0.0,6.5,0.0,0,0
66,174CC28795ED5643A1F1502FEF329B97,563AE5A9F47C713E39810CD7BF5C7877,CMT,1  ,N  ,2013-11-08 00:23:20,2013-11-08 00:30:38,2,438,1.8,-73.985336,40.727486,-73.982376,40.748215,CSH,8.0,0.5,0.5,0.0,9.0,0.0,0,0
67,40591581511C4A6FF6FCF04D1ABCBFEF,45CDB393D16693EE8C64C6F69A32FF75,CMT,1  ,N  ,2013-12-17 17:41:26,2013-12-17 17:49:43,2,496,2.4,-74.003082,40.739014,-73.995789,40.759228,CSH,9.5,1.0,0.5,0.0,11.0,0.0,0,0
68,D6A13BB72AC96091EF764ABB39C3046E,BB9DD630902A43497D9B59B6448488A6,CMT,1  ,N  ,2013-01-11 00:30:51,2013-01-11 00:39:45,1,534,1.3,-73.982048,40.771576,-73.988106,40.76152,CSH,8.0,0.5,0.5,0.0,9.0,0.0,0,0
69,7D11B5EAD419CD87FCEAF8EFE87F5F75,75994990A1C546795A430B5EE51ABDD8,CMT,1  ,N  ,2013-05-05 20:47:59,2013-05-05 20:53:24,3,324,0.7,-73.975777,40.748894,-73.975777,40.748894,CSH,5.5,0.5,0.5,0.0,6.5,0.0,0,0
70,D203CC1CD0170A3D93B38355ACE368EF,11BE8293DB765E6A0DC3AE451F24136A,VTS,1  ,""""" ",2013-12-06 23:13:00,2013-12-06 23:17:00,1,240,1.21,-73.99144,40.749874,-73.988335,40.73793,CSH,5.5,0.5,0.5,0.0,6.5,0.0,0,0
71,61B5D857D95EF6F7BA1EF7CCED852D3D,523F2D1CB47B0DF86301B20987B7BBBE,CMT,1  ,N  ,2013-11-04 22:59:37,2013-11-04 23:14:18,1,881,3.0,-73.973076,40.760155,-74.008453,40.732723,CRD,12.5,0.5,0.5,0.0,16.2,2.7,1,1
72,7B201D72A725B65DA1E4D504961EBA17,97BB2A5C630ACC7E3164CFC9577C7FED,VTS,1  ,""""" ",2013-01-19 19:36:00,2013-01-19 19:46:00,2,600,1.55,-73.99395,40.756668,-73.983406,40.742851,CSH,8.5,0.0,0.5,0.0,9.0,0.0,0,0
73,9EC590F182CE421133728D87DB80B0AA,4493EFE93BB4EA6CADBBB8F2724C099B,CMT,1  ,N  ,2013-08-02 12:47:13,2013-08-02 12:55:05,1,471,2.4,-73.98468,40.769646,-74.008217,40.748714,CRD,9.5,0.0,0.5,0.0,12.0,2.0,1,1
74,70EADD8E2D7952E8A5476DD3F647D3F0,6A02AAD3D40862643B4E09B2E739E7A8,VTS,1  ,""""" ",2013-12-26 18:15:00,2013-12-26 18:24:00,5,540,2.58,-73.997932,40.716816,-73.989258,40.69136,CSH,10.0,1.0,0.5,0.0,11.5,0.0,0,0
75,3D2EEAE75C006EE56FD161CF35AFC431,7EA4EA1A58B736430C3DDD4A87E88085,CMT,1  ,N  ,2013-11-24 18:20:20,2013-11-24 18:25:22,1,301,0.8,-73.989044,40.730556,-73.992264,40.739552,CRD,5.5,0.0,0.5,0.0,7.2,1.2,1,1
76,771F29EB35D728571E7A5FC8F811E28A,5FC33E5A67F1F231CD12DA949EB4920B,CMT,1  ,N  ,2013-08-09 21:17:53,2013-08-09 21:21:24,1,210,1.1,-73.975433,40.745289,-73.983017,40.731544,CRD,5.5,0.5,0.5,0.0,8.0,1.5,1,1
77,3CDF583AA97F8B136718701FA3C69977,EC2C6169EC8680A3C96B9773798B3034,CMT,1  ,N  ,2013-10-22 18:40:38,2013-10-22 18:57:10,1,992,3.7,-73.969025,40.763474,-73.985306,40.720459,CRD,14.0,1.0,0.5,0.0,18.6,3.1,1,1
78,F9B4C49F95496C0EFA6674364F4B54AE,8B05CFC1DF43D85CFF132E998D6AA067,CMT,1  ,N  ,2013-11-22 13:27:45,2013-11-22 13:39:45,1,720,0.9,-73.984528,40.779793,-73.97834,40.77813,CSH,8.5,0.0,0.5,0.0,9.0,0.0,0,0
79,AEA61300D876A4B6C689330568808616,2101E8971B7465DC94C6BE7B6D394236,CMT,1  ,Y  ,2013-03-17 16:10:28,2013-03-17 16:14:44,1,255,0.8,-73.994415,40.740982,-73.984138,40.746819,CRD,5.0,0.0,0.5,0.0,6.5,1.0,1,1
80,C8F496469CB4CF297EF756F5229C542F,0BBE93E495B82DB1B36E0860BFAA62B0,VTS,1  ,""""" ",2013-10-08 17:32:00,2013-10-08 17:43:00,1,660,0.85,-73.978523,40.758041,-73.988564,40.75407,CSH,8.0,1.0,0.5,0.0,9.5,0.0,0,0
81,CB6ED0A5B66D92365B267EAF798B2AB7,14B62738A5C91F19B905D63AB4C5041A,VTS,1  ,""""" ",2013-08-23 11:45:00,2013-08-23 11:55:00,1,600,1.75,-73.963005,40.711838,-73.95536,40.730103,CRD,8.5,0.0,0.5,0.0,10.7,1.7,1,1
82,E44B655D312D82CDFC735DFC7AFB2255,7863FB3EAA7759C0E409D75A43D44CA4,CMT,1  ,N  ,2013-02-27 08:43:40,2013-02-27 09:30:06,1,2786,16.8,-73.865997,40.770954,-74.010017,40.721375,CRD,50.0,0.0,0.5,4.8,66.35,11.05,1,3
83,6D7D9EAB97CAFC4AF3D85448DA953451,954F595B0F1893C91712F830BBFB0732,CMT,1  ,N  ,2013-04-27 12:21:38,2013-04-27 12:36:56,1,918,2.3,-73.959656,40.762737,-73.987885,40.759995,CRD,12.0,0.0,0.5,0.0,13.5,1.0,1,1
84,6FBC1823550F57D115B5A23B4CD79735,9104D4003263A4C6C9DF7EE959BA0B2A,VTS,1  ,""""" ",2013-12-01 11:58:00,2013-12-01 12:12:00,1,840,2.94,-73.988365,40.747253,-74.007942,40.711491,CSH,12.5,0.0,0.5,0.0,13.0,0.0,0,0
85,C83F004E23B23E284EC83C72F00E6649,C50EE87072BD487B66447E3A9106664B,VTS,2  ,""""" ",2013-01-19 00:01:00,2013-01-19 00:29:00,4,1680,17.32,-73.786163,40.647331,-73.978813,40.762146,CSH,52.0,0.0,0.5,4.8,57.3,0.0,0,0
86,8F1C927678C17DB938C13AC427899383,27DE533777D4AF390410DC6B8634F2F5,CMT,1  ,Y  ,2013-09-18 17:28:35,2013-09-18 17:42:20,1,825,2.4,-73.987457,40.721367,-73.960258,40.715618,CRD,12.0,1.0,0.5,0.0,16.2,2.7,1,1
87,86C2F93D4659B806C7DD33D75FFC0904,9B4438DDE4AC6F78B80499581099822E,VTS,1  ,""""" ",2013-05-16 07:54:00,2013-05-16 08:19:00,2,1500,9.87,-73.9851,40.73616,-73.861465,40.768154,CSH,30.5,0.0,0.5,5.33,36.33,0.0,0,0
88,DE9678EEAF576B1CEE73A7E9DED67ECB,D137215E979A500F5B8E9DD579921285,VTS,1  ,""""" ",2013-11-02 19:43:00,2013-11-02 19:54:00,1,660,2.25,-73.943855,40.720181,-73.925926,40.698055,CRD,9.5,0.0,0.5,0.0,10.0,0.0,0,0
89,73920460319BC1AAFED72C4C8A23D114,34887B903219BC5FE57B3A860DB74C1F,VTS,1  ,""""" ",2013-12-29 01:34:00,2013-12-29 01:45:00,6,660,3.18,-73.997742,40.722553,-73.942329,40.711823,CSH,12.0,0.5,0.5,0.0,13.0,0.0,0,0
90,84AE9838EE99784329E816771F88C97B,03C86D4368290AEC67540C6DAAB7A26C,VTS,1  ,""""" ",2013-09-12 18:26:00,2013-09-12 18:40:00,1,840,2.22,-74.002258,40.740253,-73.995125,40.765259,CSH,11.5,1.0,0.5,0.0,13.0,0.0,0,0
91,F774D42FDDEEDB73A36E86F7763CC040,04EDF5FD25B781276D8875AB82A9FC44,CMT,1  ,N  ,2013-02-02 18:15:12,2013-02-02 18:24:10,2,537,0.8,-73.992378,40.714409,-74.005478,40.718388,CSH,7.5,0.0,0.5,0.0,8.0,0.0,0,0
